kind,symbol,title
u,C01C,"AMMONIACYANOGENCOMPOUNDS THEREOFsalts of oxyacids of halogens peroxides, salts of peroxyacids thiosulfates, dithionites, polythionates compounds containing selenium or tellurium azides metal amides nitrites phosphides salts of oxyacids of phosphorus compounds containing silicon compounds containing boron fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis"
u,C01D,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUMmetal hydrides  salts of oxyacids of halogens  peroxides, salts of peroxyacids  sulfides or polysulfides  thiosulfates, dithionites, polythionates  compounds containing selenium or tellurium  binary compounds of nitrogen with metals  azides  metal amides  nitrites  phosphides  salts of oxyacids of phosphorus  carbides  compounds containing silicon  compounds containing boron  cyanides  salts of cyanic acid  salts of cyanamide  thiocyanates  fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide  obtaining metal compounds from mixtures, e.g. ores, which are intermediate compounds in a metallurgical process for obtaining a free metal  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis"
u,C01F,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE EARTH METALSmetal hydrides salts of oxyacids of halogens peroxides, salts of peroxyacids sulfides or polysulfides of magnesium, calcium, strontium, or barium thiosulfates, dithionites, polythionates compounds containing selenium or tellurium binary compounds of nitrogen with metals azides metal amides nitrites phosphides salts of oxyacids of phosphorus carbides   compounds containing silicon compounds containing boron compounds having molecular sieve properties but not having base-exchange properties compounds having molecular sieve and base-exchange properties, e.g. crystalline zeolites, cyanides salts of cyanic acid salts of cyanamide thiocyanates   fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide obtaining metal compounds from mixtures, e.g. ores, which are intermediate compounds in a metallurgical process for obtaining a free metal production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis"
u,C01G,"COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES  OR metal hydrides  salts of oxyacids of halogens  peroxides, salts of peroxyacids  thiosulfates, dithionites, polythionates  compounds containing selenium or tellurium  binary compounds of nitrogen with metals  azides  metal amides  nitrites  phosphides  salts of oxyacids of phosphorus  carbides  compounds containing silicon  compounds containing boron  compounds having molecular sieve properties but not having base-exchange properties  compounds having molecular sieve and base-exchange properties, e.g. crystalline zeolites,  cyanides  salts of cyanic acid  salts of cyanamide  thiocyanates  fermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide  obtaining metal compounds from mixtures, e.g. ores, which are intermediate compounds in a metallurgical process for obtaining a free metal ,  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis"
c,C02,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE"
u,C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGEprocesses for making harmful chemical substances harmless, or less harmful, by effecting a chemical change in the substances separation, settling tanks or filter devices  special arrangements on waterborne vessels of installations for treating water, waste water or sewage, e.g. for producing fresh water, adding materials to water to prevent corrosion treating radioactively-contaminated liquids"
c,C03,GLASSMINERAL OR SLAG WOOL
u,C03B,"MANUFACTURE OR SHAPING OF GLASS, OR OF MINERAL OR SLAG WOOLSUPPLEMENTARY PROCESSES IN THE MANUFACTURE OR SHAPING OF GLASS, OR OF MINERAL OR SLAG WOOLsurface treatment"
u,C03C,"CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELSSURFACE TREATMENT OF GLASSSURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGSJOINING GLASS TO GLASS OR OTHER MATERIALS"
c,C04,CEMENTSCONCRETEARTIFICIAL STONECERAMICSREFRACTORIES
u,C04B,"LIMEMAGNESIASLAGCEMENTSCOMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALSARTIFICIAL STONECERAMICSdevitrified glass-ceramics REFRACTORIESalloys based on refractory metals TREATMENT OF NATURAL STONE"
c,C05,FERTILISERSMANUFACTURE THEREOF
u,C05B,PHOSPHATIC FERTILISERS
u,C05C,NITROGENOUS FERTILISERS
u,C05D,"INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES , FERTILISERS PRODUCING CARBON DIOXIDE"
u,C05F,"ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES , , e.g. FERTILISERS FROM WASTE OR REFUSE"
u,C05G,"MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS MIXTURES OF ONE OR MORE FERTILISERS WITH ADDITIVES NOT HAVING A SPECIFIC FERTILISING ACTIVITYorganic fertilisers containing added bacterial cultures, mycelia or the like organic fertilisers containing plant vitamins or hormones FERTILISERS CHARACTERISED BY THEIR FORM"
c,C06,EXPLOSIVESMATCHES
u,C06B,EXPLOSIVE OR THERMIC COMPOSITIONSblasting MANUFACTURE THEREOFUSE OF SINGLE SUBSTANCES AS EXPLOSIVES
u,C06C,DETONATING OR PRIMING DEVICESFUSESCHEMICAL LIGHTERSPYROPHORIC COMPOSITIONS
u,C06D,MEANS FOR GENERATING SMOKE OR MISTGAS-ATTACK COMPOSITIONSGENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART)
u,C06F,MATCHESMANUFACTURE OF MATCHES
c,C07,ORGANIC CHEMISTRY
u,C07B,"GENERAL METHODS OF ORGANIC CHEMISTRYAPPARATUS THEREFORpreparation of carboxylic acid esters by telomerisation processes for preparing macromolecular compounds, e.g. telomerisation ,"
u,C07C,"ACYCLIC OR CARBOCYCLIC COMPOUNDSmacromolecular compounds production of organic compounds by electrolysis or electrophoresis ,"
u,C07D,HETEROCYCLIC COMPOUNDSmacromolecular compounds
u,C07F,"ACYCLIC, CARBOCYCLIC, OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUMmetal-containing porphyrins macromolecular compounds"
u,C07G,"COMPOUNDS OF UNKNOWN CONSTITUTIONsulfonated fats, oils or waxes of undetermined constution"
u,C07H,"SUGARSDERIVATIVES THEREOFNUCLEOSIDESNUCLEOTIDESNUCLEIC ACIDSderivatives of aldonic or saccharic acids , aldonic acids, saccharic acids , cyanohydrins glycals compounds of unknown constitution polysaccharides, derivatives thereof DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification sugar industry"
u,C07J,STEROIDSseco-steroids
u,C07K,"PEPTIDESpeptides containing β-lactam rings cyclic dipeptides not having in their molecule any other peptide link than those which form their ring, e.g. piperazine-2,5-diones, ergot alkaloids of the cyclic peptide type  single cell proteins, enzymes genetic engineering processes for obtaining peptides"
c,C08,ORGANIC MACROMOLECULAR COMPOUNDSTHEIR PREPARATION OR CHEMICAL WORKING-UPCOMPOSITIONS BASED THEREON
u,C08B,POLYSACCHARIDESDERIVATIVES THEREOFpolysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages fermentation or enzyme-using processes production of cellulose
u,C08C,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS
u,C08F,"MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDSproduction of liquid hydrocarbon mixtures from lower carbon number hydrocarbons, e.g. by oligomerisation, fermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture graft polymerisation of monomers containing carbon-to-carbon unsaturated bonds on to fibres, threads, yarns, fabrics or fibrous goods made from such materials"
u,C08G,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDSfermentation or enzyme-using processes to synthesise a desired chemical compound or composition or to separate optical isomers from a racemic mixture
u,C08H,"DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDSpolysaccharides natural rubber natural resins or their derivatives working up pitch, asphalt or bitumen"
u,C08J,"WORKING-UPGENERAL PROCESSES OF COMPOUNDINGAFTER-TREATMENT NOT COVERED BY SUBCLASSES , , ,  or working, e.g. shaping, of plastics"
u,C08K,"USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTSpaints, inks, varnishes, dyes, polishes, adhesives"
u,C08L,"COMPOSITIONS OF MACROMOLECULAR COMPOUNDScompositions based on polymerisable monomers , artificial filaments or fibres textile treating compositions"
c,C09,DYESPAINTSPOLISHESNATURAL RESINSADHESIVESCOMPOSITIONS NOT OTHERWISE PROVIDED FORAPPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR
u,C09B,ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYESMORDANTSLAKESfermentation or enzyme-using processes to synthesise a desired chemical compound
u,C09C,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIEStreatment of materials specially adapted to enhance their filling properties in mortars, concrete or artificial stone , , PREPARATION OF CARBON BLACK"
u,C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERSFILLING PASTESCHEMICAL PAINT OR INK REMOVERSINKSCORRECTING FLUIDSWOODSTAINSPASTES OR SOLIDS FOR COLOURING OR PRINTINGUSE OF MATERIALS THEREFORcosmetics processes for applying liquids or other fluent materials to surfaces, in general, staining wood glazes or vitreous enamels natural resins, French polish, drying-oils, driers, turpentine, per se, polishing compositions other than French polish, ski waxes adhesives or use of materials as adhesives materials for sealing or packing joints or covers materials for stopping leaks processes for the electrolytic or electrophoretic production of coatings"
u,C09F,"NATURAL RESINSFRENCH POLISHDRYING-OILSOIL DRYING AGENTS, i.e. SICCATIVESTURPENTINE"
u,C09G,POLISHING COMPOSITIONSFrench polish SKI WAXES
u,C09H,PREPARATION OF GLUE OR GELATINE
u,C09J,ADHESIVESNON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERALADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHEREUSE OF MATERIALS AS ADHESIVES  preparation of glue or gelatine
u,C09K,MATERIALS FOR APPLICATIONS NOT OTHERWISE PROVIDED FORAPPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR
c,C10,"PETROLEUM, GAS OR COKE INDUSTRIESTECHNICAL GASES CONTAINING CARBON MONOXIDEFUELSLUBRICANTSPEAT"
u,C10B,"DESTRUCTIVE DISTILLATION OF CARBONACEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALScracking oils underground gasification of minerals"
u,C10C,"WORKING-UP TAR, PITCH, ASPHALT, BITUMENPYROLIGNEOUS ACID"
u,C10F,DRYING OR WORKING-UP OF PEAT
u,C10G,"CRACKING HYDROCARBON OILSPRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATIONcracking to hydrogen or synthesis gas cracking or pyrolysis of hydrocarbon gases to individual hydrocarbons or mixtures thereof of definite or specified constitution cracking to cokes RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE, OIL-SAND, OR GASESREFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONSREFORMING OF NAPHTHAMINERAL WAXES"
u,C10H,PRODUCTION OF ACETYLENE BY WET METHODS
u,C10J,PRODUCTION OF GASES CONTAINING CARBON MONOXIDE AND HYDROGEN FROM SOLID CARBONACEOUS MATERIALS BY PARTIAL OXIDATION PROCESSES INVOLVING OXYGEN OR STEAM underground gasification of minerals CARBURETTING AIR OR OTHER GASES
u,C10K,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE
u,C10L,FUELS NOT OTHERWISE PROVIDED FORNATURAL GASSYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES  OR  LIQUEFIED PETROLEUM GAS USE OF ADDITIVES TO FUELS OR FIRES FIRE-LIGHTERS
u,C10M,"LUBRICATING COMPOSITIONSwell drilling compositions USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITIONmould release, i.e. separating, agents for metals , for plastics or substances in a plastic state, in general , for glass textile lubricating compositions , , immersion oils for microscopy"
u,C10N,INDEXING SCHEME ASSOCIATED WITH SUBCLASS
c,C11,"ANIMAL OR VEGETABLE OILS, FATS, FATTY SUBSTANCES OR WAXESFATTY ACIDS THEREFROMDETERGENTSCANDLES"
u,C11B,"PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXESESSENTIAL OILSPERFUMESdrying-oils"
u,C11C,"FATTY ACIDS OBTAINED FROM FATS, OILS OR WAXESCANDLESFATS, OILS OR FATTY ACIDS OBTAINED BY CHEMICAL MODIFICATION OF FATS, OILS OR FATTY ACIDS"
u,C11D,DETERGENT COMPOSITIONSUSE OF SINGLE SUBSTANCES AS DETERGENTSSOAP OR SOAP-MAKINGRESIN SOAPSRECOVERY OF GLYCEROL
c,C12,BIOCHEMISTRYBEERSPIRITSWINEVINEGARMICROBIOLOGYENZYMOLOGYMUTATION OR GENETIC ENGINEERING
u,C12C,"BEERPREPARATION OF BEER BY FERMENTATIONageing or ripening by storing methods for reducing the alcohol content after fermentation   methods for increasing the alcohol content after fermentation venting devices for casks, barrels or the like PREPARATION OF MALT FOR MAKING BEERPREPARATION OF HOPS FOR MAKING BEER"
u,C12F,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONSremoval of yeast from wine or sparkling wine DENATURED ALCOHOLPREPARATION THEREOF
u,C12G,WINEPREPARATION THEREOFALCOHOLIC BEVERAGESbeer PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES  OR
u,C12H,"PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGESMETHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES deacidification of wine preventing winestone precipitation simulation ageing by flavouring"
u,C12J,VINEGARPREPARATION OR PURIFICATION THEREOF
u,C12L,PITCHING OR DEPITCHING MACHINESCELLAR TOOLS
u,C12M,APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGYinstallations for fermenting manure preservation of living parts of humans or animals brewing apparatus fermentation apparatus for wine apparatus for preparing vinegar
u,C12N,"MICROORGANISMS OR ENZYMESCOMPOSITIONS THEREOFPROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMSMUTATION OR GENETIC ENGINEERINGCULTURE MEDIAmicrobiological testing media"
u,C12P,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE
u,C12Q,"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMSimmunoassay COMPOSITIONS OR TEST PAPERS THEREFORPROCESSES OF PREPARING SUCH COMPOSITIONSCONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES"
u,C12R,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES , RELATING TO MICROORGANISMS"
c,C13,SUGAR INDUSTRY
u,C13B,PRODUCTION OF SUCROSEAPPARATUS SPECIALLY ADAPTED THEREFORchemically synthesised sugars or sugar derivatives  fermentation or enzyme-using processes for preparing compounds containing saccharide radicals
u,C13K,"SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDESproduction of sucrose chemically synthesised sugars or sugar derivatives polysaccharides, e.g. starch, derivatives thereof malt fermentation or enzyme-using processes for preparing compounds containing saccharide radicals"
c,C14,SKINSHIDESPELTS OR LEATHER
u,C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES, OR LEATHER IN GENERALPELT-SHEARING MACHINESINTESTINE-SPLITTING MACHINESmechanical cleaning of hides or the like"
u,C14C,"TREATING SKINS, HIDES OR LEATHER WITH CHEMICALS, ENZYMES OR MICROORGANISMS, e.g. TANNING, IMPREGNATING OR FINISHINGAPPARATUS THEREFORCOMPOSITIONS FOR TANNINGbleaching  of leather or furs dyeing of leather or furs"
c,C21,METALLURGY OF IRON
u,C21B,MANUFACTURE OF IRON OR STEELpreliminary treatment of ferrous ores or scrap
u,C21C,"PROCESSING OF PIG-IRON, e.g. REFINING, MANUFACTURE OF WROUGHT-IRON OR STEELTREATMENT IN MOLTEN STATE OF FERROUS ALLOYS"
u,C21D,"MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALSGENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYSMAKING METAL MALLEABLE, e.g. BY DECARBURISATION OR TEMPERINGcementation by diffusion processes surface treatment of metallic material involving at least one process provided for in class  and at least one process covered by this subclass unidirectional solidification of eutectic materials or unidirectional demixing of eutectoid materials"
c,C22,METALLURGYFERROUS OR NON-FERROUS ALLOYSTREATMENT OF ALLOYS OR NON-FERROUS METALS
u,C22B,PRODUCTION OR REFINING OF METALSmaking metallic powder or suspensions thereof  production of metals by electrolysis or electrophoresis  PRETREATMENT OF RAW MATERIALS
u,C22C,"ALLOYStreatment of alloys ,"
u,C22F,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS OR NON-FERROUS ALLOYSprocesses specific to heat treatment of ferrous alloys or steels and devices for heat treatment of metals or alloys
c,C23,"COATING METALLIC MATERIALCOATING MATERIAL WITH METALLIC MATERIALCHEMICAL SURFACE TREATMENTDIFFUSION TREATMENT OF METALLIC MATERIALCOATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERALINHIBITING CORROSION OF METALLIC MATERIAL OR INCRUSTATION IN GENERAL"
u,C23C,"COATING METALLIC MATERIALCOATING MATERIAL WITH METALLIC MATERIALSURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTIONCOATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERALmaking metal-coated products by extrusion 
              covering with metal by connecting pre-existing layers to articles, see the relevant places, e.g. , 
              metallising of glass 
              metallising mortars, concrete, artificial stone, ceramics or natural stone 
              enamelling of, or applying a vitreous layer to, metals 
              treating metal surfaces or coating of metals by electrolysis or electrophoresis 
              single-crystal film growth 
              by metallising textiles 
              decorating textiles by locally metallising"
u,C23D,"ENAMELLING OF, OR APPLYING A VITREOUS LAYER TO, METALS"
u,C23F,"NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACESworking of metal by electro-erosion desurfacing by applying flames working metal by laser beam INHIBITING CORROSION OF METALLIC MATERIALINHIBITING INCRUSTATION IN GENERALtreating metal surfaces or coating of metals by electrolysis or electrophoresis , MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS  AND AT LEAST ONE PROCESS COVERED BY SUBCLASS  OR  OR CLASS"
u,C23G,CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS
c,C25,ELECTROLYTIC OR ELECTROPHORETIC PROCESSESAPPARATUS THEREFOR
u,C25B,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON- METALSAPPARATUS THEREFORanodic or cathodic protection single-crystal growth
u,C25C,"PROCESSES FOR THE ELECTROLYTIC PRODUCTION, RECOVERY OR REFINING OF METALSAPPARATUS THEREFORanodic or cathodic protection single-crystal growth"
u,C25D,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGSELECTROFORMINGmanufacturing printed circuits by metal deposition JOINING WORKPIECES BY ELECTROLYSISAPPARATUS THEREFORanodic or cathodic protection single-crystal growth
u,C25F,"PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTSAPPARATUS THEREFORtreatment of water, waste water or sewage by electrochemical methods anodic or cathodic protection"
c,C30,CRYSTAL GROWTH
u,C30B,"SINGLE-CRYSTAL GROWTHby using ultra-high pressure, e.g. for the formation of diamonds, UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIALREFINING BY ZONE-MELTING OF MATERIALzone-refining of metals or alloys PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTUREcasting of metals, casting of other substances by the same processes or devices working of plastics modifying the physical structure of metals or alloys , SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTUREAFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTUREfor producing semiconductor devices or parts thereof , APPARATUS THEREFOR"
c,C40,COMBINATORIAL TECHNOLOGY
u,C40B,"COMBINATORIAL CHEMISTRYLIBRARIES, e.g. CHEMICAL LIBRARIES  in silico combinatorial libraries of nucleic acids, proteins or peptides in silico combinatorial chemistry"
c,C99,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
u,C99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
s,D,TEXTILESPAPER
c,D01,NATURAL OR MAN-MADE THREADS OR FIBRESSPINNING
u,D01B,"MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OR FILAMENTS, e.g. FOR SPINNINGcrude extraction of asbestos fibres from ores apparatus for retting"
u,D01C,CHEMICAL OR BIOLOGICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNINGCARBONISING RAGS TO RECOVER ANIMAL FIBRES
u,D01D,"MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF MAN-MADE FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONSworking or processing of metal wire fibres or filaments of softened glass, minerals or slag"
u,D01F,"CHEMICAL FEATURES IN THE MANUFACTURE OF MAN-MADE FILAMENTS, THREADS, FIBRES, BRISTLES OR RIBBONSAPPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS"
u,D01G,"PRELIMINARY TREATMENT OF FIBRES, e.g. FOR SPINNINGwinding or unwinding, conducting or guiding laps, webs, slivers, or rovings in general, sliver or roving cans, depositing in sliver or roving cans preparation of fibres for paper-making"
u,D01H,"SPINNING OR TWISTINGtwisting oakum crimping or curling of fibres, filaments, or yarns"
c,D02,YARNSMECHANICAL FINISHING OF YARNS OR ROPESWARPING OR BEAMING
u,D02G,"CRIMPING OR CURLING FIBRES, FILAMENTS, YARNS, OR THREADSYARNS OR THREADS"
u,D02H,"WARPING, BEAMING, OR LEASING"
u,D02J,"FINISHING OR DRESSING OF FILAMENTS, YARNS, THREADS, CORDS, ROPES, OR THE LIKEcurling or crimping by treatment with liquids, gases or vapours finishing other than by liquid treatment, of yarns in warp or sheet form for chemical matters, see, , , treatment during rope-making, apparatus for treating ropes auxiliary to rope-making"
c,D03,WEAVING
u,D03C,SHEDDING MECHANISMSPATTERN CARDS OR CHAINSPUNCHING OF CARDSDESIGNING PATTERNS
u,D03D,WOVEN FABRICSMETHODS OF WEAVINGLOOMS
u,D03J,AUXILIARY WEAVING APPARATUSWEAVERS' TOOLSSHUTTLES
c,D04,BRAIDINGLACE-MAKINGKNITTINGTRIMMINGSNON-WOVEN FABRICS
u,D04B,KNITTING
u,D04C,"BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACEBRAIDING MACHINESBRAIDLACEmachines for making soles from strips of material cane working"
u,D04D,"TRIMMINGSRIBBONS, TAPES, OR BANDS, NOT OTHERWISE PROVIDED FORfittings or trimmings for hats, e.g. hat bands, decorating art yarns or threads weaving braid or lace non-woven fabrics"
u,D04G,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIALMAKING KNOTTED CARPETS OR TAPESTRIESKNOTTING NOT OTHERWISE PROVIDED FORbinding knotters for harvesters wire netting tying articles by knotting knotting in association with winding or unwinding knotting in weaving
u,D04H,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIALweaving knitting braiding net-making sewing tufting finishing non-woven fabrics FABRICS MADE BY SUCH PROCESSES OR APPARATUS, e.g. FELTS, NON-WOVEN FABRICSCOTTON-WOOLWADDINGnon-woven fabrics having an intermediate or external layer of a different kind, e.g. of woven fabric,"
c,D05,SEWINGEMBROIDERINGTUFTING
u,D05B,SEWINGappliances for the tailoring trade sewing tables sewing in bookbinding sewing machines modified for knitting
u,D05C,"EMBROIDERINGprogramme-controlled sewing machines with embroidering capability , TUFTINGmaking non-woven fabrics sewing"
c,D06,TREATMENT OF TEXTILES OR THE LIKELAUNDERINGFLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR
u,D06B,"TREATING TEXTILE MATERIALS USING LIQUIDS, GASES OR VAPOURSmechanical treatment of natural fibrous or filamentary material to obtain fibres or filaments"
u,D06C,"FINISHING, DRESSING, TENTERING OR STRETCHING TEXTILE FABRICS"
u,D06F,"LAUNDERING, DRYING, IRONING, PRESSING OR FOLDING TEXTILE ARTICLES"
u,D06G,"MECHANICAL OR PRESSURE CLEANING OF CARPETS, RUGS, SACKS, HIDES, OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICSTURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES"
u,D06H,"MARKING, INSPECTING, SEAMING OR SEVERING TEXTILE MATERIALSseaming by sewing"
u,D06J,"PLEATING, KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPARELby sewing"
u,D06L,"DRY-CLEANING, WASHING OR BLEACHING FIBRES, FILAMENTS, THREADS, YARNS, FABRICS, FEATHERS OR MADE-UP FIBROUS GOODSBLEACHING LEATHER OR FURS"
u,D06M,"TREATMENT, NOT PROVIDED FOR ELSEWHERE IN CLASS , OF FIBRES, THREADS, YARNS, FABRICS, FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS"
u,D06N,"WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIALFLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR"
u,D06P,"DYEING OR PRINTING TEXTILESDYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM"
u,D06Q,"DECORATING TEXTILEStextile threads, filaments, yarns or tow, glued on macromolecular material"
c,D07,ROPESCABLES OTHER THAN ELECTRIC
u,D07B,"ROPES OR CABLES IN GENERALjoining ropes or cables to one another or to other objects , mechanical finishing or dressing of ropes decorative ropes or cords suspension cables for bridges specially adapted for driving, or for being driven by, pulleys or other gearing elements electric cables or joints insofar as electrical aspects are essential ,"
