kind,symbol,title
u,B26F,"PERFORATINGPUNCHINGCUTTING-OUTSTAMPING-OUTSEVERING BY MEANS OTHER THAN CUTTINGmarking-out, perforating or making buttonholes  manufacturing footwear  surgery  punching metal  drilling metal  cutting of metal by applying heat locally, e.g. flame cutting,  cutting by abrasive fluid jets  details common to machines for severing  drilling wood  drilling stone  working of plastics or substances in a plastic state  making boxes, cartons, envelopes or bags, of paper or similarly worked materials, e.g. metal foil,  of glass  of leather  of textile materials  for light guides  of tickets"
c,B27,WORKING OR PRESERVING WOOD OR SIMILAR MATERIALNAILING OR STAPLING MACHINES IN GENERAL
u,B27B,"SAWS FOR WOOD OR SIMILAR MATERIALCOMPONENTS OR ACCESSORIES THEREFORsaws specially adapted for pruning or debranching sawing apparatus specially adapted for felling trees features not restricted to a particular type of wood saw , e.g. attaching saw blades machine tool frames, beds, pillars or like members, in general"
u,B27C,"PLANING, DRILLING, MILLING, TURNING OR UNIVERSAL MACHINES FOR WOOD OR SIMILAR MATERIAL machine tools in general working wood using abrasive, e.g. sanding, devices tools for these purposes"
u,B27D,"WORKING VENEER OR PLYWOODapplying liquids or other fluent materials to surfaces in general grinding, sanding, or polishing of wood applying adhesives or glue to surfaces of wood manufacture of veneer"
u,B27F,"DOVETAILED WORKTENONSSLOTTING MACHINES FOR WOOD OR SIMILAR MATERIALNAILING OR STAPLING MACHINEShand-held nailing or stapling tools manufacture of cases, trunks or boxes from wood connections for building structures in general, e.g. dowels for use in building constructions jointing elements in general, e.g. dowels in general,"
u,B27G,"ACCESSORY MACHINES OR APPARATUS FOR WORKING WOOD OR SIMILAR MATERIALSTOOLS FOR WORKING WOOD OR SIMILAR MATERIALStools for grinding sawing tools tools for slotting or mortising machines tools for the manufacture of wood shavings, chips, powder or the like SAFETY DEVICES FOR WOOD WORKING MACHINES OR TOOLS"
u,B27H,BENDING WOOD OR SIMILAR MATERIALCOOPERAGEMAKING WHEELS FROM WOOD OR SIMILAR MATERIAL
u,B27J,"MECHANICAL WORKING OF CANE, CORK, OR SIMILAR MATERIALS"
u,B27K,"PROCESSES, APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING, STAINING, DYEING OR BLEACHING OF WOOD, OR FOR TREATING OF WOOD WITH PERMEANT LIQUIDS, NOT OTHERWISE PROVIDED FORCHEMICAL OR PHYSICAL TREATMENT OF CORK, CANE, REED, STRAW OR SIMILAR MATERIALS"
u,B27L,"REMOVING BARK OR VESTIGES OF BRANCHESforestry SPLITTING WOODMANUFACTURE OF VENEER, WOODEN STICKS, WOOD SHAVINGS, WOOD FIBRES OR WOOD POWDER"
u,B27M,WORKING OF WOOD NOT PROVIDED FOR IN SUBCLASSES MANUFACTURE OF SPECIFIC WOODEN ARTICLES
u,B27N,"MANUFACTURE BY DRY PROCESSES OF ARTICLES, WITH OR WITHOUT ORGANIC BINDING AGENTS, MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIALcontaining cementitious material shaping of substances in a plastic state fibreboards made from fibrous suspensions drying"
c,B28,"WORKING CEMENT, CLAY, OR STONE"
u,B28B,"SHAPING CLAY OR OTHER CERAMIC COMPOSITIONSSHAPING SLAGSHAPING MIXTURES CONTAINING CEMENTITIOUS MATERIAL, e.g. PLASTERfoundry moulding working stone or stone-like material shaping of substances in a plastic state, in general making layered products not composed wholly of these substances"
u,B28C,"PREPARING CLAYPRODUCING MIXTURES CONTAINING CLAY OR CEMENTITIOUS MATERIAL, e.g. PLASTERpreparing material for foundry moulds"
u,B28D,"WORKING STONE OR STONE-LIKE MATERIALSmachinery for, or methods of, mining or quarrying"
c,B29,WORKING OF PLASTICSWORKING OF SUBSTANCES IN A PLASTIC STATE IN GENERAL
u,B29B,PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPEDMAKING GRANULES OR PREFORMSRECOVERY OF PLASTICS OR OTHER CONSTITUENTS OF WASTE MATERIAL CONTAINING PLASTICS
u,B29C,"SHAPING OR JOINING OF PLASTICSSHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FORAFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRINGmaking preforms   making laminated products by combining previously unconnected layers which become one product whose layers will remain together"
u,B29D,PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATEmaking granules making preforms
u,B29K,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES ,  OR , RELATING TO MOULDING MATERIALS OR TO MATERIALS FOR REINFORCEMENTS, FILLERS OR PREFORMED PARTS, e.g. INSERTS"
u,B29L,"INDEXING SCHEME ASSOCIATED WITH SUBCLASS , RELATING TO PARTICULAR ARTICLES"
c,B30,PRESSES
u,B30B,"PRESSES IN GENERALPRESSES NOT OTHERWISE PROVIDED FORproducing ultra-high pressure or ultra-high pressure and high temperature to effect modifications of a substance, e.g. for making artificial diamonds"
c,B31,"MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPERWORKING PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER"
u,B31B,"MAKING CONTAINERS OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPERmaking wound articles, e.g. wound tubes, combined making and filling"
u,B31C,"MAKING WOUND ARTICLES, e.g. WOUND TUBES, OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER"
u,B31D,"MAKING ARTICLES OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPER, NOT PROVIDED FOR IN SUBCLASSES  OR manufacture by dry processes of articles made from particles or fibres consisting of wood or other lignocellulosic or like organic material making layered products not composed wholly of paper or cardboard making articles from cellulosic fibrous suspensions, e.g. wood pulp,"
u,B31F,"MECHANICAL WORKING OR DEFORMATION OF PAPER, CARDBOARD OR MATERIAL WORKED IN A MANNER ANALOGOUS TO PAPERmaking layered products not composed wholly of paper or cardboard"
c,B32,LAYERED PRODUCTS
u,B32B,"LAYERED PRODUCTS, i.e. PRODUCTS BUILT-UP OF STRATA OF FLAT OR NON-FLAT, e.g. CELLULAR OR HONEYCOMB, FORM"
c,B33,ADDITIVE MANUFACTURING TECHNOLOGY
u,B33Y,"ADDITIVE MANUFACTURING, i.e. MANUFACTURING OF THREE-DIMENSIONAL [3D] OBJECTS BY ADDITIVE DEPOSITION, ADDITIVE AGGLOMERATION OR ADDITIVE LAYERING, e.g. BY 3D PRINTING, STEREOLITHOGRAPHY OR SELECTIVE LASER SINTERING"
c,B41,PRINTINGLINING MACHINESTYPEWRITERSSTAMPS
u,B41B,"MACHINES OR ACCESSORIES FOR MAKING, SETTING, OR DISTRIBUTING TYPETYPEPHOTOGRAPHIC OR PHOTOELECTRONIC COMPOSING DEVICESphotographic devices in general"
u,B41C,PROCESSES FOR THE MANUFACTURE OR REPRODUCTION OF PRINTING SURFACESphotomechanical processes for producing printing surfaces photoelectrical processes for producing printing surfaces
u,B41D,"APPARATUS FOR THE MECHANICAL REPRODUCTION OF PRINTING SURFACES FOR STEREOTYPE PRINTINGSHAPING ELASTIC OR DEFORMABLE MATERIAL TO FORM PRINTING SURFACESmarking or engraving metal by the action of a high concentration of electric current type, machines, or accessories for making, setting, or distributing type processes for the manufacture or reproduction of printing surfaces machines or apparatus for engraving in general, or for embossing , chemical etching of metal electrolytic etching photomechanical reproduction"
u,B41F,PRINTING MACHINES OR PRESSESmanifolding devices or office printing machines
u,B41G,"APPARATUS FOR BRONZE PRINTING, LINE PRINTING, OR FOR BORDERING OR EDGING SHEETS OR LIKE ARTICLESAUXILIARY APPARATUS FOR PERFORATING IN CONJUNCTION WITH PRINTINGperforating in general production of decorations perforating in conjunction with sheet or web delivery folding or unfolding thin material, e.g. sheets, webs, ,"
u,B41J,"TYPEWRITERSSELECTIVE PRINTING MECHANISMS, i.e. MECHANISMS PRINTING OTHERWISE THAN FROM A FORMECORRECTION OF TYPOGRAPHICAL ERRORS"
u,B41K,"STAMPSSTAMPING OR NUMBERING APPARATUS OR DEVICESmarking meat embossing combined with printing selective printing mechanisms embossing decorations or marks marking or coding completed packages ticket printing and issuing, fare registering, non-printing aspects of franking apparatus"
u,B41L,"APPARATUS OR DEVICES FOR MANIFOLDING, DUPLICATING OR PRINTING FOR OFFICE OR OTHER COMMERCIAL PURPOSESADDRESSING MACHINES OR LIKE SERIES-PRINTING MACHINESprinting presses or machines for industrial purposes stamps, stamping or numbering devices"
u,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSESCOLOUR PRINTINGcorrection of typographical errors processes for applying transfer pictures or the like fluid media for correction of typographical errors by coating printing textiles"
u,B41N,"PRINTING PLATES OR FOILSphotosensitive materials MATERIALS FOR SURFACES USED IN PRINTING MACHINES FOR PRINTING, INKING, DAMPING, OR THE LIKEPREPARING SUCH SURFACES FOR USE OR CONSERVING THEM"
c,B42,BOOKBINDINGALBUMSFILESSPECIAL PRINTED MATTER
u,B42B,"PERMANENTLY ATTACHING TOGETHER SHEETS, QUIRES, OR SIGNATURES, OR PERMANENTLY ATTACHING OBJECTS THERETOnailing or stapling in general , machines for both collating or gathering and permanently attaching together sheets or signatures temporarily attaching sheets together"
u,B42C,"BOOKBINDINGcutting or perforating machines, devices, or tools folding sheets or webs ornamenting books"
u,B42D,BOOKSBOOK COVERSLOOSE LEAVESPRINTED MATTER CHARACTERISED BY IDENTIFICATION OR SECURITY FEATURESPRINTED MATTER OF SPECIAL FORMAT OR STYLE NOT OTHERWISE PROVIDED FORDEVICES FOR USE THEREWITH AND NOT OTHERWISE PROVIDED FORMOVABLE-STRIP WRITING OR READING APPARATUS
u,B42F,SHEETS TEMPORARILY ATTACHED TOGETHERFILING APPLIANCESFILE CARDSINDEXINGreading desks book rests
c,B43,WRITING OR DRAWING IMPLEMENTSBUREAU ACCESSORIES
u,B43K,"IMPLEMENTS FOR WRITING OR DRAWINGcontainers, casings or accessories for cosmetic substances, e.g. shaving soap, lipstick, make-up, ,"
u,B43L,ARTICLES FOR WRITING OR DRAWING UPONACCESSORIES FOR WRITING OR DRAWINGworkshop equipment for marking-out work teaching hand-writing or drawing
u,B43M,"BUREAU ACCESSORIES NOT OTHERWISE PROVIDED FORstapling devices , devices for temporarily attaching sheets together adhesive tape dispensers"
c,B44,DECORATIVE ARTS
u,B44B,"MACHINES, APPARATUS OR TOOLS FOR ARTISTIC WORK, e.g. FOR SCULPTURING, GUILLOCHING, CARVING, BRANDING OR INLAYINGornamenting leather"
u,B44C,"PRODUCING DECORATIVE EFFECTSprocesses for applying liquids or other fluent materials to surfaces, in general shaping of plastics or substances in a plastic state printing processes to produce transfer pictures thermographic duplication or marking methods MOSAICSTARSIA WORKimitation of mosaic or tarsia-work patterns PAPERHANGING"
u,B44D,"PAINTING OR ARTISTIC DRAWING, NOT OTHERWISE PROVIDED FORPRESERVING PAINTINGSSURFACE TREATMENT TO OBTAIN SPECIAL ARTISTIC SURFACE EFFECTS OR FINISHESsurface treatment in general, see the relevant places, e.g. applying liquids or other fluent materials"
u,B44F,SPECIAL DESIGNS OR PICTURES
c,B60,VEHICLES IN GENERAL
u,B60B,"VEHICLE WHEELSmaking wheels or wheel parts by rolling , by forging, hammering or pressing CASTORSAXLES FOR WHEELS OR CASTORSINCREASING WHEEL ADHESION"
u,B60C,VEHICLE TYRESTYRE INFLATIONTYRE CHANGINGCONNECTING VALVES TO INFLATABLE ELASTIC BODIES IN GENERALDEVICES OR ARRANGEMENTS RELATED TO TYRES
u,B60D,VEHICLE CONNECTIONScomponents of brake systems
u,B60F,"VEHICLES FOR USE BOTH ON RAIL AND ON ROADVEHICLES CAPABLE OF TRAVELLING IN OR ON DIFFERENT MEDIA, e.g. AMPHIBIOUS VEHICLESair-cushion vehicles"
u,B60G,VEHICLE SUSPENSION ARRANGEMENTSair-cushion vehicles connections between vehicle bodies and vehicle frames
u,B60H,"ARRANGEMENTS OF HEATING, COOLING, VENTILATING OR OTHER AIR-TREATING DEVICES SPECIALLY ADAPTED FOR PASSENGER OR GOODS SPACES OF VEHICLES"
u,B60J,"WINDOWS, WINDSCREENS, NON-FIXED ROOFS, DOORS, OR SIMILAR DEVICES FOR VEHICLESREMOVABLE EXTERNAL PROTECTIVE COVERINGS SPECIALLY ADAPTED FOR VEHICLESfastening, suspending, closing, or opening of such devices"
u,B60K,"ARRANGEMENT OR MOUNTING OF PROPULSION UNITS OR OF TRANSMISSIONS IN VEHICLESARRANGEMENT OR MOUNTING OF PLURAL DIVERSE PRIME-MOVERS IN VEHICLESAUXILIARY DRIVES FOR VEHICLESINSTRUMENTATION OR DASHBOARDS FOR VEHICLESARRANGEMENTS IN CONNECTION WITH COOLING, AIR INTAKE, GAS EXHAUST OR FUEL SUPPLY OF PROPULSION UNITS IN VEHICLES"
u,B60L,"PROPULSION OF ELECTRICALLY-PROPELLED VEHICLESarrangements or mounting of electrical propulsion units or of plural diverse prime-movers for mutual or common propulsion in vehicles , arrangements or mounting of electrical gearing in vehicles , preventing wheel slip by reducing power in rail vehicles dynamo-electric machines control or regulation of electric motors SUPPLYING ELECTRIC POWER FOR AUXILIARY EQUIPMENT OF ELECTRICALLY-PROPELLED VEHICLESelectric coupling devices combined with mechanical couplings of vehicles electric heating for vehicles ELECTRODYNAMIC BRAKE SYSTEMS FOR VEHICLES IN GENERALcontrol or regulation of electric motors MAGNETIC SUSPENSION OR LEVITATION FOR VEHICLESMONITORING OPERATING VARIABLES OF ELECTRICALLY-PROPELLED VEHICLESELECTRIC SAFETY DEVICES FOR ELECTRICALLY-PROPELLED VEHICLES"
u,B60M,"POWER SUPPLY LINES, OR DEVICES ALONG RAILS, FOR ELECTRICALLY-PROPELLED VEHICLEScontrol of points or safety arrangements along railway lines construction of rails or points in general"
u,B60N,SEATS SPECIALLY ADAPTED FOR VEHICLESVEHICLE PASSENGER ACCOMMODATION NOT OTHERWISE PROVIDED FOR
u,B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTSvehicles with special provisions for transporting patients or disabled persons, or their personal conveyances"
u,B60Q,"ARRANGEMENT OF SIGNALLING OR LIGHTING DEVICES, THE MOUNTING OR SUPPORTING THEREOF OR CIRCUITS THEREFOR, FOR VEHICLES IN GENERAL"
u,B60R,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FORfire prevention, containment or extinguishing specially adapted for vehicles"
u,B60S,"SERVICING, CLEANING, REPAIRING, SUPPORTING, LIFTING, OR MANOEUVRING OF VEHICLES, NOT OTHERWISE PROVIDED FOR"
u,B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOFBRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERALcontrol of electrodynamic brake systems conjoint control of brakes and other drive units of vehicles ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERALPORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLESVEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES"
u,B60V,AIR-CUSHION VEHICLES
u,B60W,CONJOINT CONTROL OF VEHICLE SUB-UNITS OF DIFFERENT TYPE OR DIFFERENT FUNCTIONCONTROL SYSTEMS SPECIALLY ADAPTED FOR HYBRID VEHICLESROAD VEHICLE DRIVE CONTROL SYSTEMS FOR PURPOSES NOT RELATED TO THE CONTROL OF A PARTICULAR SUB-UNIT
c,B61,RAILWAYS
u,B61B,"RAILWAY SYSTEMSEQUIPMENT THEREFOR NOT OTHERWISE PROVIDED FORlifts or hoists, elevators, escalators, moving walkways"
u,B61C,"LOCOMOTIVESMOTOR RAILCARSvehicles in general frames or bogies special railroad equipment for locomotives ,"
u,B61D,BODY DETAILS OR KINDS OF RAILWAY VEHICLESvehicles in general  adaptation of vehicles to special systems  underframes
u,B61F,"RAIL VEHICLE SUSPENSIONS, e.g. UNDERFRAMES, BOGIES OR ARRANGEMENTS OF WHEEL AXLESRAIL VEHICLES FOR USE ON TRACKS OF DIFFERENT WIDTHPREVENTING DERAILING OF RAIL VEHICLESWHEEL GUARDS, OBSTRUCTION REMOVERS OR THE LIKE FOR RAIL VEHICLESfor vehicles in general axles or wheels vehicle tyres"
u,B61G,COUPLINGS SPECIALLY ADAPTED FOR RAILWAY VEHICLESDRAUGHT OR BUFFING APPLIANCES SPECIALLY ADAPTED FOR RAILWAY VEHICLES
u,B61H,"BRAKES OR OTHER RETARDING DEVICES SPECIALLY ADAPTED FOR RAIL VEHICLESARRANGEMENT OR DISPOSITION THEREOF IN RAIL VEHICLESelectrodynamic braking of vehicles , in general arrangements in rail vehicles for adjusting wheel-braking force to meet varying vehicular or permanent-way conditions transmitting braking action from initiating means to ultimate brake actuator with power assistance or drive, brake systems incorporating such transmitting means, e.g. air-pressure brake systems, construction, arrangement or operation of valves incorporated in power brake systems component parts, details or accessories of brake systems brakes in general"
u,B61J,SHIFTING OR SHUNTING OF RAIL VEHICLESshifting vehicles in general marshalling systems
u,B61K,"AUXILIARY EQUIPMENT SPECIALLY ADAPTED FOR RAILWAYS, NOT OTHERWISE PROVIDED FORenergy-storing brakes protection of permanent way against weather influences rail cleaning, snow ploughs"
u,B61L,"GUIDING RAILWAY TRAFFICENSURING THE SAFETY OF RAILWAY TRAFFICbrakes or auxiliary equipment , point or crossing construction"
c,B62,LAND VEHICLES FOR TRAVELLING OTHERWISE THAN ON RAILS
u,B62B,"HAND-PROPELLED VEHICLES, e.g. HAND CARTS OR PERAMBULATORSSLEDGEScharacterised by animal propulsion propulsion of sledges by driver or engine"
u,B62C,VEHICLES DRAWN BY ANIMALS
u,B62D,"MOTOR VEHICLESTRAILERSsteering, or guiding on a desired track, of agricultural machines or implements wheels, castors, axles, increasing wheel adhesion vehicle tyres, tyre inflation or tyre changing connections between vehicles of a train or the like vehicles for use on rail and road, amphibious or convertible vehicles suspension arrangements heating, cooling, ventilating or other air treating devices windows, windscreens, non-fixed roofs, doors or similar devices, protective coverings for vehicles not in use propulsion plant arrangements, auxiliary drives, transmissions, controls, instrumentation or dashboards electric equipment or propulsion of electrically-propelled vehicles power supply for electrically-propelled vehicles passenger accommodation not otherwise provided for adaptations for load transportation or to carry special loads or objects arrangement of signalling or lighting devices, the mounting or supporting thereof or circuits therefor, for vehicles in general vehicles, vehicle fittings or vehicle parts, not otherwise provided for servicing, cleaning, repairing, supporting, lifting, or manoeuvring, not otherwise provided for brake arrangements, brake control systems or parts thereof air-cushion vehicles motorcycles, accessories therefor , testing of vehicles"
u,B62H,CYCLE STANDSSUPPORTS OR HOLDERS FOR PARKING OR STORING CYCLESAPPLIANCES PREVENTING OR INDICATING UNAUTHORISED USE OR THEFT OF CYCLESLOCKS INTEGRAL WITH CYCLESDEVICES FOR LEARNING TO RIDE CYCLES
u,B62J,"CYCLE SADDLES OR SEATSAUXILIARY DEVICES OR ACCESSORIES SPECIALLY ADAPTED TO CYCLES AND NOT OTHERWISE PROVIDED FOR, e.g. ARTICLE CARRIERS OR CYCLE PROTECTORS"
u,B62K,"CYCLESCYCLE FRAMESCYCLE STEERING DEVICESRIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLESCYCLE AXLE SUSPENSIONSCYCLE SIDECARS, FORECARS, OR THE LIKE"
u,B62L,BRAKES SPECIALLY ADAPTED FOR CYCLES
u,B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGESPOWERED PROPULSION OF SLEDGES OR CYCLESTRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLESarrangements or mounting of transmissions in vehicles in general transmission elements per se
c,B63,SHIPS OR OTHER WATERBORNE VESSELSRELATED EQUIPMENT
u,B63B,"SHIPS OR OTHER WATERBORNE VESSELSEQUIPMENT FOR SHIPPINGarrangements of vessel ventilation, heating, cooling, or air-conditioning floating substructures as supports of dredgers or soil-shifting machines"
u,B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELSLIFE-SAVING IN WATEREQUIPMENT FOR DWELLING OR WORKING UNDER WATERMEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTSfloating nets, floating slipways, or the like for recovering aircraft from the water"
u,B63G,"OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELSMINE-LAYINGMINE-SWEEPINGSUBMARINESAIRCRAFT CARRIERSmeans of attack or defence in general, e.g. turrets,"
u,B63H,"MARINE PROPULSION OR STEERINGpropulsion of air-cushion vehicles specially adapted for submarines, other than nuclear propulsion,  specially adapted for torpedoes"
u,B63J,AUXILIARIES ON VESSELS
c,B64,AIRCRAFTAVIATIONCOSMONAUTICS
u,B64B,LIGHTER-THAN-AIR AIRCRAFTground installations for aircraft in general
u,B64C,AEROPLANESHELICOPTERS
u,B64D,EQUIPMENT FOR FITTING IN OR TO AIRCRAFTFLIGHT SUITSPARACHUTESARRANGEMENT OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT
u,B64F,"GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFTDESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FORHANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR"
u,B64G,COSMONAUTICSVEHICLES OR EQUIPMENT THEREFOR
u,B64U,UNMANNED AERIAL VEHICLES [UAV]EQUIPMENT THEREFOR
c,B65,CONVEYINGPACKINGSTORINGHANDLING THIN OR FILAMENTARY MATERIAL
u,B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALSUNPACKINGbundling and pressing devices for cigars  devices for tensioning and securing binders adapted to be supported by the article or articles to be bound  applying closure members to bottles, jars or similar containers  concurrent cleaning, filling and closing of bottles  emptying bottles, jars, cans, casks, barrels or similar containers"
u,B65C,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSESnailing or stapling in general , processes for applying decalcomanias applying labels for packaging purposes labels, name-plates"
u,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERSACCESSORIES, CLOSURES, OR FITTINGS THEREFORPACKAGING ELEMENTSPACKAGES"
u,B65F,"GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSEdisinfecting refuse refuse disintegrators sorting refuse , handcarts for transporting refuse receptacles sack holders converting refuse into fertilisers converting refuse into solid fuels sewers, cesspools arrangements in buildings for the disposal of refuse refuse-consuming furnaces"
u,B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING, SHOP CONVEYOR SYSTEMS OR PNEUMATIC TUBE CONVEYORSpackaging handling thin or filamentary materials, e.g. paper sheets or thread, cranes portable or mobile lifting or hauling appliances, e.g. hoists, devices for lifting or lowering goods for loading or unloading purposes, e.g. fork-lift trucks, emptying bottles, jars, cans, casks, barrels or similar containers, not otherwise provided for, delivering or transferring liquids  filling or discharging vessels for liquefied, solidified or compressed gases pipe-line systems for fluids"
u,B65H,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES"
c,B66,HOISTINGLIFTINGHAULING
u,B66B,"ELEVATORSESCALATORS OR MOVING WALKWAYSlife-saving devices used as an alternative to normal egress means, e.g. stairs, during rescue to lower persons in cages, bags, or similar supports from buildings or other structures   equipment for handling freight or for facilitating passenger embarkation or the like to aircraft braking or detent devices characterised by their application to lifting or hoisting gear"
u,B66C,"CRANESLOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLESrope, cable, or chain winding mechanisms, braking or detent devices therefor specially adapted for nuclear reactors"
u,B66D,"CAPSTANSWINCHESTACKLES, e.g. PULLEY BLOCKSHOISTSwinding or unwinding ropes or cables for feeding or storage purposes rope or cable-winding or unwinding mechanisms for lifts hoisting devices specially adapted for suspended scaffolds"
u,B66F,"HOISTING, LIFTING, HAULING, OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOADmounting artificial islands on piles or like supports scaffolds combined with lifting devices , lifting devices for sliding forms lifting of buildings shores or struts lifts or other hoisting devices on ladders props for mining"
c,B67,"OPENING OR CLOSING BOTTLES, JARS OR SIMILAR CONTAINERSLIQUID HANDLING"
u,B67B,"APPLYING CLOSURE MEMBERS TO BOTTLES, JARS, OR SIMILAR CONTAINERSOPENING CLOSED CONTAINERSopening or closing devices attached to, or incorporated in, containers or container closures"
u,B67C,"FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FORFUNNELS"
u,B67D,"DISPENSING, DELIVERING, OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FORcleaning pipes or tubes or systems of pipes or tubes emptying or filling of bottles, jars, cans, casks, barrels, or similar containers, not otherwise provided for water supply pipe systems domestic hot-water supply systems measuring volume, volume flow, mass flow or liquid level, metering by volume coin-freed or like apparatus"
c,B68,SADDLERYUPHOLSTERY
u,B68B,HARNESSDEVICES USED IN CONNECTION THEREWITHWHIPS OR THE LIKE
u,B68C,SADDLESSTIRRUPS
u,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE"
u,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERINGUPHOLSTERY NOT OTHERWISE PROVIDED FOR"
c,B81,MICROSTRUCTURAL TECHNOLOGY
u,B81B,"MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES piezoelectric, electrostrictive or magnetostrictive elements per se ,"
u,B81C,"PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMSmaking microcapsules or microballoons processes or apparatus specially adapted for the manufacture or treatment of piezoelectric, electrostrictive or magnetostrictive elements per se"
c,B82,NANOTECHNOLOGY
u,B82B,"NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITSMANUFACTURE OR TREATMENT THEREOF"
u,B82Y,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURESMEASUREMENT OR ANALYSIS OF NANOSTRUCTURESMANUFACTURE  OR TREATMENT OF NANOSTRUCTURES
c,B99,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
u,B99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
s,C,CHEMISTRYMETALLURGY
c,C01,INORGANIC CHEMISTRY
u,C01B,NON-METALLIC ELEMENTSCOMPOUNDS THEREOFfermentation or enzyme-using processes for the preparation of elements or inorganic compounds except carbon dioxide  production of non-metallic elements or inorganic compounds by electrolysis or electrophoresis
